t,s,v,a,j
6.9590,31.8782,2.2465,-1.7000,0.0000
6.9600,31.8759,2.2448,-1.7000,0.0000
6.9610,31.8737,2.2431,-1.7000,0.0000
6.9620,31.8715,2.2414,-1.7000,0.0000
6.9630,31.8692,2.2397,-1.7000,0.0000
6.9640,31.8670,2.2380,-1.7000,0.0000
6.9650,31.8647,2.2363,-1.7000,0.0000
6.9660,31.8625,2.2346,-1.7000,0.0000
6.9670,31.8603,2.2329,-1.7000,0.0000
6.9680,31.8580,2.2312,-1.7000,0.0000
6.9690,31.8558,2.2295,-1.7000,0.0000
6.9700,31.8536,2.2278,-1.7000,0.0000
6.9710,31.8514,2.2261,-1.7000,0.0000
6.9720,31.8491,2.2244,-1.7000,0.0000
6.9730,31.8469,2.2227,-1.7000,0.0000
6.9740,31.8447,2.2210,-1.7000,0.0000
6.9750,31.8425,2.2193,-1.7000,0.0000
6.9760,31.8403,2.2176,-1.7000,0.0000
6.9770,31.8380,2.2159,-1.7000,0.0000
6.9780,31.8358,2.2142,-1.7000,0.0000
6.9790,31.8336,2.2125,-1.7000,0.0000
6.9800,31.8314,2.2108,-1.7000,0.0000
6.9810,31.8292,2.2091,-1.7000,0.0000
6.9820,31.8270,2.2074,-1.7000,0.0000
6.9830,31.8248,2.2057,-1.7000,0.0000
6.9840,31.8226,2.2040,-1.7000,0.0000
6.9850,31.8204,2.2023,-1.7000,0.0000
6.9860,31.8182,2.2006,-1.7000,0.0000
6.9870,31.8160,2.1989,-1.7000,0.0000
6.9880,31.8138,2.1972,-1.7000,0.0000
6.9890,31.8116,2.1955,-1.7000,0.0000
6.9900,31.8094,2.1938,-1.7000,0.0000
6.9910,31.8072,2.1921,-1.7000,0.0000
6.9920,31.8050,2.1904,-1.7000,0.0000
6.9930,31.8028,2.1887,-1.7000,0.0000
6.9940,31.8007,2.1870,-1.7000,0.0000
6.9950,31.7985,2.1853,-1.7000,0.0000
6.9960,31.7963,2.1836,-1.7000,0.0000
6.9970,31.7941,2.1819,-1.7000,0.0000
6.9980,31.7919,2.1802,-1.7000,0.0000
6.9990,31.7897,2.1785,-1.7000,0.0000
7.0000,31.7876,2.1768,-1.7000,0.0000
7.0010,31.7854,2.1751,-1.7000,0.0000
7.0020,31.7832,2.1734,-1.7000,0.0000
7.0030,31.7811,2.1717,-1.7000,0.0000
7.0040,31.7789,2.1700,-1.7000,0.0000
7.0050,31.7767,2.1683,-1.7000,0.0000
7.0060,31.7746,2.1666,-1.7000,0.0000
7.0070,31.7724,2.1649,-1.7000,0.0000
7.0080,31.7702,2.1632,-1.7000,0.0000
7.0090,31.7681,2.1615,-1.7000,0.0000
7.0100,31.7659,2.1598,-1.7000,0.0000
7.0110,31.7637,2.1581,-1.7000,0.0000
7.0120,31.7616,2.1564,-1.7000,0.0000
7.0130,31.7594,2.1547,-1.7000,0.0000
7.0140,31.7573,2.1530,-1.7000,0.0000
7.0150,31.7551,2.1513,-1.7000,0.0000
7.0160,31.7530,2.1496,-1.7000,0.0000
7.0170,31.7508,2.1479,-1.7000,0.0000
7.0180,31.7487,2.1462,-1.7000,0.0000
7.0190,31.7466,2.1445,-1.7000,0.0000
7.0200,31.7444,2.1428,-1.7000,0.0000
7.0210,31.7423,2.1411,-1.7000,0.0000
7.0220,31.7401,2.1394,-1.7000,0.0000
7.0230,31.7380,2.1377,-1.7000,0.0000
7.0240,31.7359,2.1360,-1.7000,0.0000
7.0250,31.7337,2.1343,-1.7000,0.0000
7.0260,31.7316,2.1326,-1.7000,0.0000
7.0270,31.7295,2.1309,-1.7000,0.0000
7.0280,31.7273,2.1292,-1.7000,0.0000
7.0290,31.7252,2.1275,-1.7000,0.0000
7.0300,31.7231,2.1258,-1.7000,0.0000
7.0310,31.7210,2.1241,-1.7000,0.0000
7.0320,31.7188,2.1224,-1.7000,0.0000
7.0330,31.7167,2.1207,-1.7000,0.0000
7.0340,31.7146,2.1190,-1.7000,0.0000
7.0350,31.7125,2.1173,-1.7000,0.0000
7.0360,31.7104,2.1156,-1.7000,0.0000
7.0370,31.7083,2.1139,-1.7000,0.0000
7.0380,31.7061,2.1122,-1.7000,0.0000
7.0390,31.7040,2.1105,-1.7000,0.0000
7.0400,31.7019,2.1088,-1.7000,0.0000
7.0410,31.6998,2.1071,-1.7000,0.0000
7.0420,31.6977,2.1054,-1.7000,0.0000
7.0430,31.6956,2.1037,-1.7000,0.0000
7.0440,31.6935,2.1020,-1.7000,0.0000
7.0450,31.6914,2.1003,-1.7000,0.0000
7.0460,31.6893,2.0986,-1.7000,0.0000
7.0470,31.6872,2.0969,-1.7000,0.0000
7.0480,31.6851,2.0952,-1.7000,0.0000
7.0490,31.6830,2.0935,-1.7000,0.0000
7.0500,31.6809,2.0918,-1.7000,0.0000
7.0510,31.6789,2.0901,-1.7000,0.0000
7.0520,31.6768,2.0884,-1.7000,0.0000
7.0530,31.6747,2.0867,-1.7000,0.0000
7.0540,31.6726,2.0850,-1.7000,0.0000
7.0550,31.6705,2.0833,-1.7000,0.0000
7.0560,31.6684,2.0816,-1.7000,0.0000
7.0570,31.6664,2.0799,-1.7000,0.0000
7.0580,31.6643,2.0782,-1.7000,0.0000
7.0590,31.6622,2.0765,-1.7000,0.0000
7.0600,31.6601,2.0748,-1.7000,0.0000
7.0610,31.6581,2.0731,-1.7000,0.0000
7.0620,31.6560,2.0714,-1.7000,0.0000
7.0630,31.6539,2.0697,-1.7000,0.0000
7.0640,31.6518,2.0680,-1.7000,0.0000
7.0650,31.6498,2.0663,-1.7000,0.0000
7.0660,31.6477,2.0646,-1.7000,0.0000
7.0670,31.6457,2.0629,-1.7000,0.0000
7.0680,31.6436,2.0612,-1.7000,0.0000
7.0690,31.6415,2.0595,-1.7000,0.0000
7.0700,31.6395,2.0578,-1.7000,0.0000
7.0710,31.6374,2.0561,-1.7000,0.0000
7.0720,31.6354,2.0544,-1.7000,0.0000
7.0730,31.6333,2.0527,-1.7000,0.0000
7.0740,31.6313,2.0510,-1.7000,0.0000
7.0750,31.6292,2.0493,-1.7000,0.0000
7.0760,31.6272,2.0476,-1.7000,0.0000
7.0770,31.6251,2.0459,-1.7000,0.0000
7.0780,31.6231,2.0442,-1.7000,0.0000
7.0790,31.6210,2.0425,-1.7000,0.0000
7.0800,31.6190,2.0408,-1.7000,0.0000
7.0810,31.6170,2.0391,-1.7000,0.0000
7.0820,31.6149,2.0374,-1.7000,0.0000
7.0830,31.6129,2.0357,-1.7000,0.0000
7.0840,31.6109,2.0340,-1.7000,0.0000
7.0850,31.6088,2.0323,-1.7000,0.0000
7.0860,31.6068,2.0306,-1.7000,0.0000
7.0870,31.6048,2.0289,-1.7000,0.0000
7.0880,31.6027,2.0272,-1.7000,0.0000
7.0890,31.6007,2.0255,-1.7000,0.0000
7.0900,31.5987,2.0238,-1.7000,0.0000
7.0910,31.5967,2.0221,-1.7000,0.0000
7.0920,31.5947,2.0204,-1.7000,0.0000
7.0930,31.5926,2.0187,-1.7000,0.0000
7.0940,31.5906,2.0170,-1.7000,0.0000
7.0950,31.5886,2.0153,-1.7000,0.0000
7.0960,31.5866,2.0136,-1.7000,0.0000
7.0970,31.5846,2.0119,-1.7000,0.0000
7.0980,31.5826,2.0102,-1.7000,0.0000
7.0990,31.5806,2.0085,-1.7000,0.0000
7.1000,31.5786,2.0068,-1.7000,0.0000
7.1010,31.5766,2.0051,-1.7000,0.0000
7.1020,31.5746,2.0034,-1.7000,0.0000
7.1030,31.5726,2.0017,-1.7000,0.0000
7.1040,31.5706,2.0000,-1.7000,0.0000
7.1050,31.5686,1.9983,-1.7000,0.0000
7.1060,31.5666,1.9966,-1.7000,0.0000
7.1070,31.5646,1.9949,-1.7000,0.0000
7.1080,31.5626,1.9932,-1.7000,0.0000
7.1090,31.5606,1.9915,-1.7000,0.0000
7.1100,31.5586,1.9898,-1.7000,0.0000
7.1110,31.5566,1.9881,-1.7000,0.0000
7.1120,31.5546,1.9864,-1.7000,0.0000
7.1130,31.5526,1.9847,-1.7000,0.0000
7.1140,31.5507,1.9830,-1.7000,0.0000
7.1150,31.5487,1.9813,-1.7000,0.0000
7.1160,31.5467,1.9796,-1.7000,0.0000
7.1170,31.5447,1.9779,-1.7000,0.0000
7.1180,31.5427,1.9762,-1.7000,0.0000
7.1190,31.5408,1.9745,-1.7000,0.0000
7.1200,31.5388,1.9728,-1.7000,0.0000
7.1210,31.5368,1.9711,-1.7000,0.0000
7.1220,31.5349,1.9694,-1.7000,0.0000
7.1230,31.5329,1.9677,-1.7000,0.0000
7.1240,31.5309,1.9660,-1.7000,0.0000
7.1250,31.5290,1.9643,-1.7000,0.0000
7.1260,31.5270,1.9626,-1.7000,0.0000
7.1270,31.5250,1.9609,-1.7000,0.0000
7.1280,31.5231,1.9592,-1.7000,0.0000
7.1290,31.5211,1.9575,-1.7000,0.0000
7.1300,31.5192,1.9558,-1.7000,0.0000
7.1310,31.5172,1.9542,-1.6000,100.0000
7.1320,31.5153,1.9526,-1.6000,0.0000
7.1330,31.5133,1.9510,-1.6000,0.0000
7.1340,31.5114,1.9494,-1.6000,0.0000
7.1350,31.5094,1.9478,-1.6000,0.0000
7.1360,31.5075,1.9462,-1.6000,0.0000
7.1370,31.5055,1.9446,-1.6000,0.0000
7.1380,31.5036,1.9430,-1.6000,0.0000
7.1390,31.5017,1.9414,-1.6000,0.0000
7.1400,31.4997,1.9398,-1.6000,0.0000
7.1410,31.4978,1.9382,-1.6000,0.0000
7.1420,31.4958,1.9366,-1.6000,0.0000
7.1430,31.4939,1.9350,-1.6000,0.0000
7.1440,31.4920,1.9334,-1.6000,0.0000
7.1450,31.4900,1.9318,-1.6000,0.0000
7.1460,31.4881,1.9302,-1.6000,0.0000
7.1470,31.4862,1.9286,-1.6000,0.0000
7.1480,31.4843,1.9270,-1.6000,0.0000
7.1490,31.4823,1.9254,-1.6000,0.0000
7.1500,31.4804,1.9238,-1.6000,0.0000
7.1510,31.4785,1.9222,-1.6000,0.0000
7.1520,31.4766,1.9206,-1.6000,0.0000
7.1530,31.4746,1.9190,-1.6000,0.0000
7.1540,31.4727,1.9174,-1.6000,0.0000
7.1550,31.4708,1.9158,-1.6000,0.0000
7.1560,31.4689,1.9142,-1.6000,0.0000
7.1570,31.4670,1.9126,-1.6000,0.0000
7.1580,31.4651,1.9110,-1.6000,0.0000
7.1590,31.4632,1.9094,-1.6000,0.0000
7.1600,31.4613,1.9078,-1.6000,0.0000
7.1610,31.4594,1.9062,-1.6000,0.0000
7.1620,31.4575,1.9046,-1.6000,0.0000
7.1630,31.4556,1.9030,-1.6000,0.0000
7.1640,31.4537,1.9014,-1.6000,0.0000
7.1650,31.4518,1.8998,-1.6000,0.0000
7.1660,31.4499,1.8982,-1.6000,0.0000
7.1670,31.4480,1.8966,-1.6000,0.0000
7.1680,31.4461,1.8950,-1.6000,0.0000
7.1690,31.4442,1.8934,-1.6000,0.0000
7.1700,31.4423,1.8918,-1.6000,0.0000
7.1710,31.4404,1.8902,-1.6000,0.0000
7.1720,31.4385,1.8886,-1.6000,0.0000
7.1730,31.4366,1.8870,-1.6000,0.0000
7.1740,31.4347,1.8854,-1.6000,0.0000
7.1750,31.4329,1.8838,-1.6000,0.0000
7.1760,31.4310,1.8822,-1.6000,0.0000
7.1770,31.4291,1.8806,-1.6000,0.0000
7.1780,31.4272,1.8790,-1.6000,0.0000
7.1790,31.4253,1.8774,-1.6000,0.0000
7.1800,31.4235,1.8758,-1.6000,0.0000
7.1810,31.4216,1.8742,-1.6000,0.0000
7.1820,31.4197,1.8726,-1.6000,0.0000
7.1830,31.4178,1.8710,-1.6000,0.0000
7.1840,31.4160,1.8694,-1.6000,0.0000
7.1850,31.4141,1.8678,-1.6000,0.0000
7.1860,31.4122,1.8662,-1.6000,0.0000
7.1870,31.4104,1.8646,-1.6000,0.0000
7.1880,31.4085,1.8630,-1.6000,0.0000
7.1890,31.4067,1.8614,-1.6000,0.0000
7.1900,31.4048,1.8598,-1.6000,0.0000
7.1910,31.4029,1.8582,-1.6000,0.0000
7.1920,31.4011,1.8566,-1.6000,0.0000
7.1930,31.3992,1.8550,-1.6000,0.0000
7.1940,31.3974,1.8534,-1.6000,0.0000
7.1950,31.3955,1.8518,-1.6000,0.0000
7.1960,31.3937,1.8502,-1.6000,0.0000
7.1970,31.3918,1.8486,-1.6000,0.0000
7.1980,31.3900,1.8470,-1.6000,0.0000
7.1990,31.3881,1.8454,-1.6000,0.0000
7.2000,31.3863,1.8438,-1.6000,0.0000
7.2010,31.3845,1.8422,-1.6000,0.0000
7.2020,31.3826,1.8406,-1.6000,0.0000
7.2030,31.3808,1.8390,-1.6000,0.0000
7.2040,31.3789,1.8374,-1.6000,0.0000
7.2050,31.3771,1.8358,-1.6000,0.0000
7.2060,31.3753,1.8342,-1.6000,0.0000
7.2070,31.3734,1.8326,-1.6000,0.0000
7.2080,31.3716,1.8310,-1.6000,0.0000
7.2090,31.3698,1.8294,-1.6000,0.0000
7.2100,31.3680,1.8278,-1.6000,0.0000
7.2110,31.3661,1.8262,-1.6000,0.0000
7.2120,31.3643,1.8246,-1.6000,0.0000
7.2130,31.3625,1.8230,-1.6000,0.0000
7.2140,31.3607,1.8214,-1.6000,0.0000
7.2150,31.3588,1.8198,-1.6000,0.0000
7.2160,31.3570,1.8182,-1.6000,0.0000
7.2170,31.3552,1.8166,-1.6000,0.0000
7.2180,31.3534,1.8150,-1.6000,0.0000
7.2190,31.3516,1.8134,-1.6000,0.0000
7.2200,31.3498,1.8118,-1.6000,0.0000
7.2210,31.3480,1.8102,-1.6000,0.0000
7.2220,31.3462,1.8086,-1.6000,0.0000
7.2230,31.3444,1.8070,-1.6000,0.0000
7.2240,31.3425,1.8054,-1.6000,0.0000
7.2250,31.3407,1.8038,-1.6000,0.0000
7.2260,31.3389,1.8022,-1.6000,0.0000
7.2270,31.3371,1.8006,-1.6000,0.0000
7.2280,31.3353,1.7990,-1.6000,0.0000
7.2290,31.3335,1.7974,-1.6000,0.0000
7.2300,31.3318,1.7958,-1.6000,0.0000
7.2310,31.3300,1.7942,-1.6000,0.0000
7.2320,31.3282,1.7926,-1.6000,0.0000
7.2330,31.3264,1.7910,-1.6000,0.0000
7.2340,31.3246,1.7894,-1.6000,0.0000
7.2350,31.3228,1.7878,-1.6000,0.0000
7.2360,31.3210,1.7862,-1.6000,0.0000
7.2370,31.3192,1.7846,-1.6000,0.0000
7.2380,31.3175,1.7830,-1.6000,0.0000
7.2390,31.3157,1.7814,-1.6000,0.0000
7.2400,31.3139,1.7798,-1.6000,0.0000
7.2410,31.3121,1.7782,-1.6000,0.0000
7.2420,31.3103,1.7766,-1.6000,0.0000
7.2430,31.3086,1.7750,-1.6000,0.0000
7.2440,31.3068,1.7734,-1.6000,0.0000
7.2450,31.3050,1.7718,-1.6000,0.0000
7.2460,31.3033,1.7702,-1.6000,0.0000
7.2470,31.3015,1.7686,-1.6000,0.0000
7.2480,31.2997,1.7670,-1.6000,0.0000
7.2490,31.2980,1.7654,-1.6000,0.0000
7.2500,31.2962,1.7638,-1.6000,0.0000
7.2510,31.2944,1.7622,-1.6000,0.0000
7.2520,31.2927,1.7606,-1.6000,0.0000
7.2530,31.2909,1.7590,-1.6000,0.0000
7.2540,31.2892,1.7574,-1.6000,0.0000
7.2550,31.2874,1.7558,-1.6000,0.0000
7.2560,31.2856,1.7542,-1.6000,0.0000
7.2570,31.2839,1.7526,-1.6000,0.0000
7.2580,31.2821,1.7510,-1.6000,0.0000
7.2590,31.2804,1.7494,-1.6000,0.0000
7.2600,31.2786,1.7478,-1.6000,0.0000
7.2610,31.2769,1.7462,-1.6000,0.0000
7.2620,31.2752,1.7446,-1.6000,0.0000
7.2630,31.2734,1.7430,-1.6000,0.0000
7.2640,31.2717,1.7414,-1.6000,0.0000
7.2650,31.2699,1.7398,-1.6000,0.0000
7.2660,31.2682,1.7382,-1.6000,0.0000
7.2670,31.2665,1.7366,-1.6000,0.0000
7.2680,31.2647,1.7350,-1.6000,0.0000
7.2690,31.2630,1.7334,-1.6000,0.0000
7.2700,31.2613,1.7318,-1.6000,0.0000
7.2710,31.2595,1.7302,-1.6000,0.0000
7.2720,31.2578,1.7286,-1.6000,0.0000
7.2730,31.2561,1.7270,-1.6000,0.0000
7.2740,31.2544,1.7254,-1.6000,0.0000
7.2750,31.2526,1.7238,-1.6000,0.0000
7.2760,31.2509,1.7222,-1.6000,0.0000
7.2770,31.2492,1.7206,-1.6000,0.0000
7.2780,31.2475,1.7190,-1.6000,0.0000
7.2790,31.2458,1.7174,-1.6000,0.0000
7.2800,31.2440,1.7158,-1.6000,0.0000
7.2810,31.2423,1.7142,-1.6000,0.0000
7.2820,31.2406,1.7126,-1.6000,0.0000
7.2830,31.2389,1.7110,-1.6000,0.0000
7.2840,31.2372,1.7094,-1.6000,0.0000
7.2850,31.2355,1.7078,-1.6000,0.0000
7.2860,31.2338,1.7062,-1.6000,0.0000
7.2870,31.2321,1.7046,-1.6000,0.0000
7.2880,31.2304,1.7030,-1.6000,0.0000
7.2890,31.2287,1.7014,-1.6000,0.0000
7.2900,31.2270,1.6998,-1.6000,0.0000
7.2910,31.2253,1.6982,-1.6000,0.0000
7.2920,31.2236,1.6966,-1.6000,0.0000
7.2930,31.2219,1.6950,-1.6000,0.0000
7.2940,31.2202,1.6934,-1.6000,0.0000
7.2950,31.2185,1.6918,-1.6000,0.0000
7.2960,31.2168,1.6902,-1.6000,0.0000
7.2970,31.2151,1.6886,-1.6000,0.0000
7.2980,31.2134,1.6870,-1.6000,0.0000
7.2990,31.2118,1.6854,-1.6000,0.0000
7.3000,31.2101,1.6838,-1.6000,0.0000
7.3010,31.2084,1.6822,-1.6000,0.0000
7.3020,31.2067,1.6806,-1.6000,0.0000
7.3030,31.2050,1.6790,-1.6000,0.0000
7.3040,31.2034,1.6774,-1.6000,0.0000
7.3050,31.2017,1.6758,-1.6000,0.0000
7.3060,31.2000,1.6742,-1.6000,0.0000
7.3070,31.1983,1.6726,-1.6000,0.0000
7.3080,31.1967,1.6710,-1.6000,0.0000
7.3090,31.1950,1.6694,-1.6000,0.0000
7.3100,31.1933,1.6678,-1.6000,0.0000
7.3110,31.1917,1.6662,-1.6000,0.0000
7.3120,31.1900,1.6646,-1.6000,0.0000
7.3130,31.1883,1.6630,-1.6000,0.0000
7.3140,31.1867,1.6614,-1.6000,0.0000
7.3150,31.1850,1.6598,-1.6000,0.0000
7.3160,31.1834,1.6582,-1.6000,0.0000
7.3170,31.1817,1.6566,-1.6000,0.0000
7.3180,31.1801,1.6550,-1.6000,0.0000
7.3190,31.1784,1.6534,-1.6000,0.0000
7.3200,31.1768,1.6518,-1.6000,0.0000
7.3210,31.1751,1.6502,-1.6000,0.0000
7.3220,31.1735,1.6486,-1.6000,0.0000
7.3230,31.1718,1.6470,-1.6000,0.0000
7.3240,31.1702,1.6454,-1.6000,0.0000
7.3250,31.1685,1.6438,-1.6000,0.0000
7.3260,31.1669,1.6422,-1.6000,0.0000
7.3270,31.1652,1.6406,-1.6000,0.0000
7.3280,31.1636,1.6390,-1.6000,0.0000
7.3290,31.1620,1.6374,-1.6000,0.0000
7.3300,31.1603,1.6358,-1.6000,0.0000
7.3310,31.1587,1.6342,-1.6000,0.0000
7.3320,31.1571,1.6326,-1.6000,0.0000
7.3330,31.1554,1.6310,-1.6000,0.0000
7.3340,31.1538,1.6294,-1.6000,0.0000
7.3350,31.1522,1.6278,-1.6000,0.0000
7.3360,31.1506,1.6262,-1.6000,0.0000
7.3370,31.1489,1.6246,-1.6000,0.0000
7.3380,31.1473,1.6230,-1.6000,0.0000
7.3390,31.1457,1.6214,-1.6000,0.0000
7.3400,31.1441,1.6198,-1.6000,0.0000
7.3410,31.1425,1.6182,-1.6000,0.0000
7.3420,31.1408,1.6166,-1.6000,0.0000
7.3430,31.1392,1.6150,-1.6000,0.0000
7.3440,31.1376,1.6134,-1.6000,0.0000
7.3450,31.1360,1.6118,-1.6000,0.0000
7.3460,31.1344,1.6102,-1.6000,0.0000
7.3470,31.1328,1.6086,-1.6000,0.0000
7.3480,31.1312,1.6070,-1.6000,0.0000
7.3490,31.1296,1.6054,-1.6000,0.0000
7.3500,31.1280,1.6038,-1.6000,0.0000
7.3510,31.1264,1.6022,-1.6000,0.0000
7.3520,31.1248,1.6006,-1.6000,0.0000
7.3530,31.1232,1.5990,-1.6000,0.0000
7.3540,31.1216,1.5974,-1.6000,0.0000
7.3550,31.1200,1.5958,-1.6000,0.0000
7.3560,31.1184,1.5942,-1.6000,0.0000
7.3570,31.1168,1.5926,-1.6000,0.0000
7.3580,31.1152,1.5910,-1.6000,0.0000
7.3590,31.1136,1.5894,-1.6000,0.0000
7.3600,31.1120,1.5878,-1.6000,0.0000
7.3610,31.1104,1.5862,-1.6000,0.0000
7.3620,31.1089,1.5846,-1.6000,0.0000
7.3630,31.1073,1.5830,-1.6000,0.0000
7.3640,31.1057,1.5814,-1.6000,0.0000
7.3650,31.1041,1.5798,-1.6000,0.0000
7.3660,31.1025,1.5782,-1.6000,0.0000
7.3670,31.1010,1.5766,-1.6000,0.0000
7.3680,31.0994,1.5750,-1.6000,0.0000
7.3690,31.0978,1.5734,-1.6000,0.0000
7.3700,31.0962,1.5718,-1.6000,0.0000
7.3710,31.0947,1.5702,-1.6000,0.0000
7.3720,31.0931,1.5686,-1.6000,0.0000
7.3730,31.0915,1.5670,-1.6000,0.0000
7.3740,31.0900,1.5654,-1.6000,0.0000
7.3750,31.0884,1.5638,-1.6000,0.0000
7.3760,31.0869,1.5622,-1.6000,0.0000
7.3770,31.0853,1.5606,-1.6000,0.0000
7.3780,31.0837,1.5590,-1.6000,0.0000
7.3790,31.0822,1.5574,-1.6000,0.0000
7.3800,31.0806,1.5558,-1.6000,0.0000
7.3810,31.0791,1.5542,-1.6000,0.0000
7.3820,31.0775,1.5526,-1.6000,0.0000
7.3830,31.0760,1.5510,-1.6000,0.0000
7.3840,31.0744,1.5494,-1.6000,0.0000
7.3850,31.0729,1.5478,-1.6000,0.0000
7.3860,31.0713,1.5462,-1.6000,0.0000
7.3870,31.0698,1.5446,-1.6000,0.0000
7.3880,31.0682,1.5430,-1.6000,0.0000
7.3890,31.0667,1.5414,-1.6000,0.0000
7.3900,31.0652,1.5398,-1.6000,0.0000
7.3910,31.0636,1.5382,-1.6000,0.0000
7.3920,31.0621,1.5366,-1.6000,0.0000
7.3930,31.0606,1.5350,-1.6000,0.0000
7.3940,31.0590,1.5334,-1.6000,0.0000
7.3950,31.0575,1.5318,-1.6000,0.0000
7.3960,31.0560,1.5302,-1.6000,0.0000
7.3970,31.0544,1.5286,-1.6000,0.0000
7.3980,31.0529,1.5270,-1.6000,0.0000
7.3990,31.0514,1.5254,-1.6000,0.0000
7.4000,31.0499,1.5238,-1.6000,0.0000
7.4010,31.0483,1.5222,-1.6000,0.0000
7.4020,31.0468,1.5206,-1.6000,0.0000
7.4030,31.0453,1.5190,-1.6000,0.0000
7.4040,31.0438,1.5174,-1.6000,0.0000
7.4050,31.0423,1.5158,-1.6000,0.0000
7.4060,31.0408,1.5142,-1.6000,0.0000
7.4070,31.0392,1.5126,-1.6000,0.0000
7.4080,31.0377,1.5110,-1.6000,0.0000
7.4090,31.0362,1.5094,-1.6000,0.0000
7.4100,31.0347,1.5078,-1.6000,0.0000
7.4110,31.0332,1.5062,-1.6000,0.0000
7.4120,31.0317,1.5046,-1.6000,0.0000
7.4130,31.0302,1.5030,-1.6000,0.0000
7.4140,31.0287,1.5014,-1.6000,0.0000
7.4150,31.0272,1.4998,-1.6000,0.0000
7.4160,31.0257,1.4982,-1.6000,0.0000
7.4170,31.0242,1.4966,-1.6000,0.0000
7.4180,31.0227,1.4950,-1.6000,0.0000
7.4190,31.0212,1.4934,-1.6000,0.0000
7.4200,31.0197,1.4918,-1.6000,0.0000
7.4210,31.0182,1.4902,-1.6000,0.0000
7.4220,31.0168,1.4886,-1.6000,0.0000
7.4230,31.0153,1.4870,-1.6000,0.0000
7.4240,31.0138,1.4854,-1.6000,0.0000
7.4250,31.0123,1.4838,-1.6000,0.0000
7.4260,31.0108,1.4822,-1.6000,0.0000
7.4270,31.0093,1.4806,-1.6000,0.0000
7.4280,31.0079,1.4790,-1.6000,0.0000
7.4290,31.0064,1.4774,-1.6000,0.0000
7.4300,31.0049,1.4758,-1.6000,0.0000
7.4310,31.0034,1.4742,-1.6000,0.0000
7.4320,31.0020,1.4726,-1.6000,0.0000
7.4330,31.0005,1.4710,-1.6000,0.0000
7.4340,30.9990,1.4694,-1.6000,0.0000
7.4350,30.9976,1.4678,-1.6000,0.0000
7.4360,30.9961,1.4662,-1.6000,0.0000
7.4370,30.9946,1.4646,-1.6000,0.0000
7.4380,30.9932,1.4630,-1.6000,0.0000
7.4390,30.9917,1.4614,-1.6000,0.0000
7.4400,30.9903,1.4598,-1.6000,0.0000
7.4410,30.9888,1.4582,-1.6000,0.0000
7.4420,30.9873,1.4566,-1.6000,0.0000
7.4430,30.9859,1.4550,-1.6000,0.0000
7.4440,30.9844,1.4534,-1.6000,0.0000
7.4450,30.9830,1.4518,-1.6000,0.0000
7.4460,30.9815,1.4502,-1.6000,0.0000
7.4470,30.9801,1.4486,-1.6000,0.0000
7.4480,30.9786,1.4470,-1.6000,0.0000
7.4490,30.9772,1.4454,-1.6000,0.0000
7.4500,30.9757,1.4438,-1.6000,0.0000
7.4510,30.9743,1.4422,-1.6000,0.0000
7.4520,30.9729,1.4406,-1.6000,0.0000
7.4530,30.9714,1.4390,-1.6000,0.0000
7.4540,30.9700,1.4374,-1.6000,0.0000
7.4550,30.9686,1.4358,-1.6000,0.0000
7.4560,30.9671,1.4342,-1.6000,0.0000
7.4570,30.9657,1.4326,-1.6000,0.0000
7.4580,30.9643,1.4310,-1.6000,0.0000
7.4590,30.9628,1.4294,-1.6000,0.0000
7.4600,30.9614,1.4278,-1.6000,0.0000
7.4610,30.9600,1.4262,-1.6000,0.0000
7.4620,30.9586,1.4246,-1.6000,0.0000
7.4630,30.9571,1.4230,-1.6000,0.0000
7.4640,30.9557,1.4214,-1.6000,0.0000
7.4650,30.9543,1.4198,-1.6000,0.0000
7.4660,30.9529,1.4182,-1.6000,0.0000
7.4670,30.9515,1.4166,-1.6000,0.0000
7.4680,30.9500,1.4150,-1.6000,0.0000
7.4690,30.9486,1.4134,-1.6000,0.0000
7.4700,30.9472,1.4118,-1.6000,0.0000
7.4710,30.9458,1.4102,-1.6000,0.0000
7.4720,30.9444,1.4086,-1.6000,0.0000
7.4730,30.9430,1.4070,-1.6000,0.0000
7.4740,30.9416,1.4054,-1.6000,0.0000
7.4750,30.9402,1.4038,-1.6000,0.0000
7.4760,30.9388,1.4022,-1.6000,0.0000
7.4770,30.9374,1.4006,-1.6000,0.0000
7.4780,30.9360,1.3990,-1.6000,0.0000
7.4790,30.9346,1.3974,-1.6000,0.0000
7.4800,30.9332,1.3958,-1.6000,0.0000
7.4810,30.9318,1.3942,-1.6000,0.0000
7.4820,30.9304,1.3926,-1.6000,0.0000
7.4830,30.9290,1.3910,-1.6000,0.0000
7.4840,30.9276,1.3894,-1.6000,0.0000
7.4850,30.9263,1.3878,-1.6000,0.0000
7.4860,30.9249,1.3862,-1.6000,0.0000
7.4870,30.9235,1.3846,-1.6000,0.0000
7.4880,30.9221,1.3830,-1.6000,0.0000
7.4890,30.9207,1.3814,-1.6000,0.0000
7.4900,30.9193,1.3798,-1.6000,0.0000
7.4910,30.9180,1.3782,-1.6000,0.0000
7.4920,30.9166,1.3766,-1.6000,0.0000
7.4930,30.9152,1.3750,-1.6000,0.0000
7.4940,30.9138,1.3734,-1.6000,0.0000
7.4950,30.9125,1.3718,-1.6000,0.0000
7.4960,30.9111,1.3702,-1.6000,0.0000
