t,s,v,a,j
5.2250,28.7794,5.6551,-1.7000,0.0000
5.2260,28.7737,5.6534,-1.7000,0.0000
5.2270,28.7681,5.6517,-1.7000,0.0000
5.2280,28.7624,5.6500,-1.7000,0.0000
5.2290,28.7568,5.6483,-1.7000,0.0000
5.2300,28.7511,5.6466,-1.7000,0.0000
5.2310,28.7455,5.6449,-1.7000,0.0000
5.2320,28.7398,5.6432,-1.7000,0.0000
5.2330,28.7342,5.6415,-1.7000,0.0000
5.2340,28.7286,5.6398,-1.7000,0.0000
5.2350,28.7229,5.6381,-1.7000,0.0000
5.2360,28.7173,5.6364,-1.7000,0.0000
5.2370,28.7117,5.6347,-1.7000,0.0000
5.2380,28.7060,5.6330,-1.7000,0.0000
5.2390,28.7004,5.6313,-1.7000,0.0000
5.2400,28.6948,5.6296,-1.7000,0.0000
5.2410,28.6891,5.6279,-1.7000,0.0000
5.2420,28.6835,5.6262,-1.7000,0.0000
5.2430,28.6779,5.6245,-1.7000,0.0000
5.2440,28.6723,5.6228,-1.7000,0.0000
5.2450,28.6666,5.6211,-1.7000,0.0000
5.2460,28.6610,5.6194,-1.7000,0.0000
5.2470,28.6554,5.6177,-1.7000,0.0000
5.2480,28.6498,5.6160,-1.7000,0.0000
5.2490,28.6442,5.6143,-1.7000,0.0000
5.2500,28.6386,5.6126,-1.7000,0.0000
5.2510,28.6330,5.6109,-1.7000,0.0000
5.2520,28.6274,5.6092,-1.7000,0.0000
5.2530,28.6217,5.6075,-1.7000,0.0000
5.2540,28.6161,5.6058,-1.7000,0.0000
5.2550,28.6105,5.6041,-1.7000,0.0000
5.2560,28.6049,5.6024,-1.7000,0.0000
5.2570,28.5993,5.6008,-1.6000,100.0000
5.2580,28.5937,5.5992,-1.6000,0.0000
5.2590,28.5881,5.5976,-1.6000,0.0000
5.2600,28.5825,5.5960,-1.6000,0.0000
5.2610,28.5770,5.5944,-1.6000,0.0000
5.2620,28.5714,5.5928,-1.6000,0.0000
5.2630,28.5658,5.5912,-1.6000,0.0000
5.2640,28.5602,5.5896,-1.6000,0.0000
5.2650,28.5546,5.5880,-1.6000,0.0000
5.2660,28.5490,5.5864,-1.6000,0.0000
5.2670,28.5434,5.5848,-1.6000,0.0000
5.2680,28.5378,5.5832,-1.6000,0.0000
5.2690,28.5323,5.5816,-1.6000,0.0000
5.2700,28.5267,5.5800,-1.6000,0.0000
5.2710,28.5211,5.5784,-1.6000,0.0000
5.2720,28.5155,5.5768,-1.6000,0.0000
5.2730,28.5100,5.5752,-1.6000,0.0000
5.2740,28.5044,5.5736,-1.6000,0.0000
5.2750,28.4988,5.5720,-1.6000,0.0000
5.2760,28.4932,5.5704,-1.6000,0.0000
5.2770,28.4877,5.5688,-1.6000,0.0000
5.2780,28.4821,5.5672,-1.6000,0.0000
5.2790,28.4765,5.5656,-1.6000,0.0000
5.2800,28.4710,5.5640,-1.6000,0.0000
5.2810,28.4654,5.5624,-1.6000,0.0000
5.2820,28.4599,5.5608,-1.6000,0.0000
5.2830,28.4543,5.5592,-1.6000,0.0000
5.2840,28.4487,5.5576,-1.6000,0.0000
5.2850,28.4432,5.5560,-1.6000,0.0000
5.2860,28.4376,5.5544,-1.6000,0.0000
5.2870,28.4321,5.5528,-1.6000,0.0000
5.2880,28.4265,5.5512,-1.6000,0.0000
5.2890,28.4210,5.5496,-1.6000,0.0000
5.2900,28.4154,5.5480,-1.6000,0.0000
5.2910,28.4099,5.5464,-1.6000,0.0000
5.2920,28.4043,5.5448,-1.6000,0.0000
5.2930,28.3988,5.5432,-1.6000,0.0000
5.2940,28.3933,5.5416,-1.6000,0.0000
5.2950,28.3877,5.5400,-1.6000,0.0000
5.2960,28.3822,5.5384,-1.6000,0.0000
5.2970,28.3766,5.5368,-1.6000,0.0000
5.2980,28.3711,5.5352,-1.6000,0.0000
5.2990,28.3656,5.5336,-1.6000,0.0000
5.3000,28.3601,5.5320,-1.6000,0.0000
5.3010,28.3545,5.5304,-1.6000,0.0000
5.3020,28.3490,5.5288,-1.6000,0.0000
5.3030,28.3435,5.5272,-1.6000,0.0000
5.3040,28.3379,5.5256,-1.6000,0.0000
5.3050,28.3324,5.5240,-1.6000,0.0000
5.3060,28.3269,5.5224,-1.6000,0.0000
5.3070,28.3214,5.5208,-1.6000,0.0000
5.3080,28.3159,5.5192,-1.6000,0.0000
5.3090,28.3103,5.5176,-1.6000,0.0000
5.3100,28.3048,5.5160,-1.6000,0.0000
5.3110,28.2993,5.5144,-1.6000,0.0000
5.3120,28.2938,5.5128,-1.6000,0.0000
5.3130,28.2883,5.5112,-1.6000,0.0000
5.3140,28.2828,5.5096,-1.6000,0.0000
5.3150,28.2773,5.5080,-1.6000,0.0000
5.3160,28.2718,5.5064,-1.6000,0.0000
5.3170,28.2663,5.5048,-1.6000,0.0000
5.3180,28.2608,5.5032,-1.6000,0.0000
5.3190,28.2553,5.5016,-1.6000,0.0000
5.3200,28.2498,5.5000,-1.6000,0.0000
5.3210,28.2443,5.4984,-1.6000,0.0000
5.3220,28.2388,5.4968,-1.6000,0.0000
5.3230,28.2333,5.4952,-1.6000,0.0000
5.3240,28.2278,5.4936,-1.6000,0.0000
5.3250,28.2223,5.4920,-1.6000,0.0000
5.3260,28.2168,5.4904,-1.6000,0.0000
5.3270,28.2113,5.4888,-1.6000,0.0000
5.3280,28.2058,5.4872,-1.6000,0.0000
5.3290,28.2003,5.4856,-1.6000,0.0000
5.3300,28.1949,5.4840,-1.6000,0.0000
5.3310,28.1894,5.4824,-1.6000,0.0000
5.3320,28.1839,5.4808,-1.6000,0.0000
5.3330,28.1784,5.4792,-1.6000,0.0000
5.3340,28.1729,5.4776,-1.6000,0.0000
5.3350,28.1675,5.4760,-1.6000,0.0000
5.3360,28.1620,5.4744,-1.6000,0.0000
5.3370,28.1565,5.4728,-1.6000,0.0000
5.3380,28.1511,5.4712,-1.6000,0.0000
5.3390,28.1456,5.4696,-1.6000,0.0000
5.3400,28.1401,5.4680,-1.6000,0.0000
5.3410,28.1346,5.4664,-1.6000,0.0000
5.3420,28.1292,5.4648,-1.6000,0.0000
5.3430,28.1237,5.4632,-1.6000,0.0000
5.3440,28.1183,5.4616,-1.6000,0.0000
5.3450,28.1128,5.4600,-1.6000,0.0000
5.3460,28.1073,5.4584,-1.6000,0.0000
5.3470,28.1019,5.4568,-1.6000,0.0000
5.3480,28.0964,5.4552,-1.6000,0.0000
5.3490,28.0910,5.4536,-1.6000,0.0000
5.3500,28.0855,5.4520,-1.6000,0.0000
5.3510,28.0801,5.4504,-1.6000,0.0000
5.3520,28.0746,5.4488,-1.6000,0.0000
5.3530,28.0692,5.4472,-1.6000,0.0000
5.3540,28.0637,5.4456,-1.6000,0.0000
5.3550,28.0583,5.4440,-1.6000,0.0000
5.3560,28.0529,5.4424,-1.6000,0.0000
5.3570,28.0474,5.4408,-1.6000,0.0000
5.3580,28.0420,5.4392,-1.6000,0.0000
5.3590,28.0365,5.4376,-1.6000,0.0000
5.3600,28.0311,5.4360,-1.6000,0.0000
5.3610,28.0257,5.4344,-1.6000,0.0000
5.3620,28.0202,5.4328,-1.6000,0.0000
5.3630,28.0148,5.4312,-1.6000,0.0000
5.3640,28.0094,5.4296,-1.6000,0.0000
5.3650,28.0040,5.4280,-1.6000,0.0000
5.3660,27.9985,5.4264,-1.6000,0.0000
5.3670,27.9931,5.4248,-1.6000,0.0000
5.3680,27.9877,5.4232,-1.6000,0.0000
5.3690,27.9823,5.4216,-1.6000,0.0000
5.3700,27.9768,5.4200,-1.6000,0.0000
5.3710,27.9714,5.4184,-1.6000,0.0000
5.3720,27.9660,5.4168,-1.6000,0.0000
5.3730,27.9606,5.4152,-1.6000,0.0000
5.3740,27.9552,5.4136,-1.6000,0.0000
5.3750,27.9498,5.4120,-1.6000,0.0000
5.3760,27.9444,5.4104,-1.6000,0.0000
5.3770,27.9390,5.4088,-1.6000,0.0000
5.3780,27.9335,5.4072,-1.6000,0.0000
5.3790,27.9281,5.4056,-1.6000,0.0000
5.3800,27.9227,5.4040,-1.6000,0.0000
5.3810,27.9173,5.4024,-1.6000,0.0000
5.3820,27.9119,5.4008,-1.6000,0.0000
5.3830,27.9065,5.3992,-1.6000,0.0000
5.3840,27.9011,5.3976,-1.6000,0.0000
5.3850,27.8957,5.3960,-1.6000,0.0000
5.3860,27.8904,5.3944,-1.6000,0.0000
5.3870,27.8850,5.3928,-1.6000,0.0000
5.3880,27.8796,5.3912,-1.6000,0.0000
5.3890,27.8742,5.3896,-1.6000,0.0000
5.3900,27.8688,5.3880,-1.6000,0.0000
5.3910,27.8634,5.3864,-1.6000,0.0000
5.3920,27.8580,5.3848,-1.6000,0.0000
5.3930,27.8526,5.3832,-1.6000,0.0000
5.3940,27.8473,5.3816,-1.6000,0.0000
5.3950,27.8419,5.3800,-1.6000,0.0000
5.3960,27.8365,5.3784,-1.6000,0.0000
5.3970,27.8311,5.3768,-1.6000,0.0000
5.3980,27.8258,5.3752,-1.6000,0.0000
5.3990,27.8204,5.3736,-1.6000,0.0000
5.4000,27.8150,5.3720,-1.6000,0.0000
5.4010,27.8096,5.3704,-1.6000,0.0000
5.4020,27.8043,5.3688,-1.6000,0.0000
5.4030,27.7989,5.3672,-1.6000,0.0000
5.4040,27.7935,5.3656,-1.6000,0.0000
5.4050,27.7882,5.3640,-1.6000,0.0000
5.4060,27.7828,5.3624,-1.6000,0.0000
5.4070,27.7775,5.3608,-1.6000,0.0000
5.4080,27.7721,5.3592,-1.6000,0.0000
5.4090,27.7667,5.3576,-1.6000,0.0000
5.4100,27.7614,5.3560,-1.6000,0.0000
5.4110,27.7560,5.3544,-1.6000,0.0000
5.4120,27.7507,5.3528,-1.6000,0.0000
5.4130,27.7453,5.3512,-1.6000,0.0000
5.4140,27.7400,5.3496,-1.6000,0.0000
5.4150,27.7346,5.3480,-1.6000,0.0000
5.4160,27.7293,5.3464,-1.6000,0.0000
5.4170,27.7239,5.3448,-1.6000,0.0000
5.4180,27.7186,5.3432,-1.6000,0.0000
5.4190,27.7133,5.3416,-1.6000,0.0000
5.4200,27.7079,5.3400,-1.6000,0.0000
5.4210,27.7026,5.3384,-1.6000,0.0000
5.4220,27.6972,5.3368,-1.6000,0.0000
5.4230,27.6919,5.3352,-1.6000,0.0000
5.4240,27.6866,5.3336,-1.6000,0.0000
5.4250,27.6813,5.3320,-1.6000,0.0000
5.4260,27.6759,5.3304,-1.6000,0.0000
5.4270,27.6706,5.3288,-1.6000,0.0000
5.4280,27.6653,5.3273,-1.5000,100.0000
5.4290,27.6599,5.3258,-1.5000,0.0000
5.4300,27.6546,5.3243,-1.5000,0.0000
5.4310,27.6493,5.3228,-1.5000,0.0000
5.4320,27.6440,5.3213,-1.5000,0.0000
5.4330,27.6387,5.3198,-1.5000,0.0000
5.4340,27.6333,5.3183,-1.5000,0.0000
5.4350,27.6280,5.3168,-1.5000,0.0000
5.4360,27.6227,5.3153,-1.5000,0.0000
5.4370,27.6174,5.3138,-1.5000,0.0000
5.4380,27.6121,5.3123,-1.5000,0.0000
5.4390,27.6068,5.3108,-1.5000,0.0000
5.4400,27.6015,5.3093,-1.5000,0.0000
5.4410,27.5962,5.3078,-1.5000,0.0000
5.4420,27.5909,5.3063,-1.5000,0.0000
5.4430,27.5855,5.3048,-1.5000,0.0000
5.4440,27.5802,5.3033,-1.5000,0.0000
5.4450,27.5749,5.3018,-1.5000,0.0000
5.4460,27.5696,5.3003,-1.5000,0.0000
5.4470,27.5643,5.2988,-1.5000,0.0000
5.4480,27.5590,5.2973,-1.5000,0.0000
5.4490,27.5538,5.2958,-1.5000,0.0000
5.4500,27.5485,5.2943,-1.5000,0.0000
5.4510,27.5432,5.2928,-1.5000,0.0000
5.4520,27.5379,5.2913,-1.5000,0.0000
5.4530,27.5326,5.2898,-1.5000,0.0000
5.4540,27.5273,5.2883,-1.5000,0.0000
5.4550,27.5220,5.2868,-1.5000,0.0000
5.4560,27.5167,5.2853,-1.5000,0.0000
5.4570,27.5114,5.2838,-1.5000,0.0000
5.4580,27.5062,5.2823,-1.5000,0.0000
5.4590,27.5009,5.2808,-1.5000,0.0000
5.4600,27.4956,5.2793,-1.5000,0.0000
5.4610,27.4903,5.2778,-1.5000,0.0000
5.4620,27.4851,5.2763,-1.5000,0.0000
5.4630,27.4798,5.2748,-1.5000,0.0000
5.4640,27.4745,5.2733,-1.5000,0.0000
5.4650,27.4692,5.2718,-1.5000,0.0000
5.4660,27.4640,5.2703,-1.5000,0.0000
5.4670,27.4587,5.2688,-1.5000,0.0000
5.4680,27.4534,5.2673,-1.5000,0.0000
5.4690,27.4482,5.2658,-1.5000,0.0000
5.4700,27.4429,5.2643,-1.5000,0.0000
5.4710,27.4376,5.2628,-1.5000,0.0000
5.4720,27.4324,5.2613,-1.5000,0.0000
5.4730,27.4271,5.2598,-1.5000,0.0000
5.4740,27.4219,5.2583,-1.5000,0.0000
5.4750,27.4166,5.2568,-1.5000,0.0000
5.4760,27.4114,5.2553,-1.5000,0.0000
5.4770,27.4061,5.2538,-1.5000,0.0000
5.4780,27.4009,5.2523,-1.5000,0.0000
5.4790,27.3956,5.2508,-1.5000,0.0000
5.4800,27.3904,5.2493,-1.5000,0.0000
5.4810,27.3851,5.2478,-1.5000,0.0000
5.4820,27.3799,5.2463,-1.5000,0.0000
5.4830,27.3746,5.2448,-1.5000,0.0000
5.4840,27.3694,5.2433,-1.5000,0.0000
5.4850,27.3641,5.2418,-1.5000,0.0000
5.4860,27.3589,5.2403,-1.5000,0.0000
5.4870,27.3537,5.2388,-1.5000,0.0000
5.4880,27.3484,5.2373,-1.5000,0.0000
5.4890,27.3432,5.2358,-1.5000,0.0000
5.4900,27.3379,5.2343,-1.5000,0.0000
5.4910,27.3327,5.2328,-1.5000,0.0000
5.4920,27.3275,5.2313,-1.5000,0.0000
5.4930,27.3223,5.2298,-1.5000,0.0000
5.4940,27.3170,5.2283,-1.5000,0.0000
5.4950,27.3118,5.2268,-1.5000,0.0000
5.4960,27.3066,5.2253,-1.5000,0.0000
5.4970,27.3014,5.2238,-1.5000,0.0000
5.4980,27.2961,5.2223,-1.5000,0.0000
5.4990,27.2909,5.2208,-1.5000,0.0000
5.5000,27.2857,5.2193,-1.5000,0.0000
5.5010,27.2805,5.2178,-1.5000,0.0000
5.5020,27.2753,5.2163,-1.5000,0.0000
5.5030,27.2700,5.2148,-1.5000,0.0000
5.5040,27.2648,5.2133,-1.5000,0.0000
5.5050,27.2596,5.2118,-1.5000,0.0000
5.5060,27.2544,5.2103,-1.5000,0.0000
5.5070,27.2492,5.2088,-1.5000,0.0000
5.5080,27.2440,5.2073,-1.5000,0.0000
5.5090,27.2388,5.2058,-1.5000,0.0000
5.5100,27.2336,5.2043,-1.5000,0.0000
5.5110,27.2284,5.2028,-1.5000,0.0000
5.5120,27.2232,5.2013,-1.5000,0.0000
5.5130,27.2180,5.1998,-1.5000,0.0000
5.5140,27.2128,5.1983,-1.5000,0.0000
5.5150,27.2076,5.1968,-1.5000,0.0000
5.5160,27.2024,5.1953,-1.5000,0.0000
5.5170,27.1972,5.1938,-1.5000,0.0000
5.5180,27.1920,5.1923,-1.5000,0.0000
5.5190,27.1868,5.1908,-1.5000,0.0000
5.5200,27.1816,5.1893,-1.5000,0.0000
5.5210,27.1765,5.1878,-1.5000,0.0000
5.5220,27.1713,5.1863,-1.5000,0.0000
5.5230,27.1661,5.1848,-1.5000,0.0000
5.5240,27.1609,5.1833,-1.5000,0.0000
5.5250,27.1557,5.1818,-1.5000,0.0000
5.5260,27.1505,5.1803,-1.5000,0.0000
5.5270,27.1454,5.1788,-1.5000,0.0000
5.5280,27.1402,5.1773,-1.5000,0.0000
5.5290,27.1350,5.1758,-1.5000,0.0000
5.5300,27.1298,5.1743,-1.5000,0.0000
5.5310,27.1247,5.1728,-1.5000,0.0000
5.5320,27.1195,5.1713,-1.5000,0.0000
5.5330,27.1143,5.1698,-1.5000,0.0000
5.5340,27.1092,5.1683,-1.5000,0.0000
5.5350,27.1040,5.1668,-1.5000,0.0000
5.5360,27.0988,5.1653,-1.5000,0.0000
5.5370,27.0937,5.1638,-1.5000,0.0000
5.5380,27.0885,5.1623,-1.5000,0.0000
5.5390,27.0833,5.1608,-1.5000,0.0000
5.5400,27.0782,5.1593,-1.5000,0.0000
5.5410,27.0730,5.1578,-1.5000,0.0000
5.5420,27.0679,5.1563,-1.5000,0.0000
5.5430,27.0627,5.1548,-1.5000,0.0000
5.5440,27.0576,5.1533,-1.5000,0.0000
5.5450,27.0524,5.1518,-1.5000,0.0000
5.5460,27.0473,5.1503,-1.5000,0.0000
5.5470,27.0421,5.1488,-1.5000,0.0000
5.5480,27.0370,5.1473,-1.5000,0.0000
5.5490,27.0318,5.1458,-1.5000,0.0000
5.5500,27.0267,5.1443,-1.5000,0.0000
5.5510,27.0215,5.1428,-1.5000,0.0000
5.5520,27.0164,5.1413,-1.5000,0.0000
5.5530,27.0113,5.1398,-1.5000,0.0000
5.5540,27.0061,5.1383,-1.5000,0.0000
5.5550,27.0010,5.1368,-1.5000,0.0000
5.5560,26.9959,5.1353,-1.5000,0.0000
5.5570,26.9907,5.1338,-1.5000,0.0000
5.5580,26.9856,5.1323,-1.5000,0.0000
5.5590,26.9805,5.1308,-1.5000,0.0000
5.5600,26.9753,5.1293,-1.5000,0.0000
5.5610,26.9702,5.1278,-1.5000,0.0000
5.5620,26.9651,5.1263,-1.5000,0.0000
5.5630,26.9600,5.1248,-1.5000,0.0000
5.5640,26.9548,5.1233,-1.5000,0.0000
5.5650,26.9497,5.1218,-1.5000,0.0000
5.5660,26.9446,5.1203,-1.5000,0.0000
5.5670,26.9395,5.1188,-1.5000,0.0000
5.5680,26.9344,5.1173,-1.5000,0.0000
5.5690,26.9292,5.1158,-1.5000,0.0000
5.5700,26.9241,5.1143,-1.5000,0.0000
5.5710,26.9190,5.1128,-1.5000,0.0000
5.5720,26.9139,5.1113,-1.5000,0.0000
5.5730,26.9088,5.1098,-1.5000,0.0000
5.5740,26.9037,5.1083,-1.5000,0.0000
5.5750,26.8986,5.1068,-1.5000,0.0000
5.5760,26.8935,5.1053,-1.5000,0.0000
5.5770,26.8884,5.1038,-1.5000,0.0000
5.5780,26.8833,5.1023,-1.5000,0.0000
5.5790,26.8782,5.1008,-1.5000,0.0000
5.5800,26.8731,5.0993,-1.5000,0.0000
5.5810,26.8680,5.0978,-1.5000,0.0000
5.5820,26.8629,5.0963,-1.5000,0.0000
5.5830,26.8578,5.0948,-1.5000,0.0000
5.5840,26.8527,5.0933,-1.5000,0.0000
5.5850,26.8476,5.0918,-1.5000,0.0000
5.5860,26.8425,5.0903,-1.5000,0.0000
5.5870,26.8374,5.0888,-1.5000,0.0000
5.5880,26.8323,5.0873,-1.5000,0.0000
5.5890,26.8273,5.0858,-1.5000,0.0000
5.5900,26.8222,5.0843,-1.5000,0.0000
5.5910,26.8171,5.0828,-1.5000,0.0000
5.5920,26.8120,5.0813,-1.5000,0.0000
5.5930,26.8069,5.0798,-1.5000,0.0000
5.5940,26.8019,5.0783,-1.5000,0.0000
5.5950,26.7968,5.0768,-1.5000,0.0000
5.5960,26.7917,5.0753,-1.5000,0.0000
5.5970,26.7866,5.0738,-1.5000,0.0000
5.5980,26.7816,5.0723,-1.5000,0.0000
5.5990,26.7765,5.0708,-1.5000,0.0000
5.6000,26.7714,5.0693,-1.5000,0.0000
5.6010,26.7663,5.0678,-1.5000,0.0000
5.6020,26.7613,5.0663,-1.5000,0.0000
5.6030,26.7562,5.0648,-1.5000,0.0000
5.6040,26.7512,5.0633,-1.5000,0.0000
5.6050,26.7461,5.0618,-1.5000,0.0000
5.6060,26.7410,5.0603,-1.5000,0.0000
5.6070,26.7360,5.0588,-1.5000,0.0000
5.6080,26.7309,5.0573,-1.5000,0.0000
5.6090,26.7259,5.0558,-1.5000,0.0000
5.6100,26.7208,5.0543,-1.5000,0.0000
5.6110,26.7158,5.0528,-1.5000,0.0000
5.6120,26.7107,5.0513,-1.5000,0.0000
5.6130,26.7057,5.0499,-1.4000,100.0000
5.6140,26.7006,5.0485,-1.4000,0.0000
5.6150,26.6956,5.0471,-1.4000,0.0000
5.6160,26.6905,5.0457,-1.4000,0.0000
5.6170,26.6855,5.0443,-1.4000,0.0000
5.6180,26.6804,5.0429,-1.4000,0.0000
5.6190,26.6754,5.0415,-1.4000,0.0000
5.6200,26.6704,5.0401,-1.4000,0.0000
5.6210,26.6653,5.0387,-1.4000,0.0000
5.6220,26.6603,5.0373,-1.4000,0.0000
5.6230,26.6552,5.0359,-1.4000,0.0000
5.6240,26.6502,5.0345,-1.4000,0.0000
5.6250,26.6452,5.0331,-1.4000,0.0000
5.6260,26.6401,5.0317,-1.4000,0.0000
5.6270,26.6351,5.0303,-1.4000,0.0000
5.6280,26.6301,5.0289,-1.4000,0.0000
5.6290,26.6251,5.0275,-1.4000,0.0000
5.6300,26.6200,5.0261,-1.4000,0.0000
5.6310,26.6150,5.0247,-1.4000,0.0000
5.6320,26.6100,5.0233,-1.4000,0.0000
5.6330,26.6050,5.0219,-1.4000,0.0000
5.6340,26.6000,5.0205,-1.4000,0.0000
5.6350,26.5949,5.0191,-1.4000,0.0000
5.6360,26.5899,5.0177,-1.4000,0.0000
5.6370,26.5849,5.0163,-1.4000,0.0000
5.6380,26.5799,5.0149,-1.4000,0.0000
5.6390,26.5749,5.0135,-1.4000,0.0000
5.6400,26.5699,5.0121,-1.4000,0.0000
5.6410,26.5649,5.0107,-1.4000,0.0000
5.6420,26.5598,5.0093,-1.4000,0.0000
5.6430,26.5548,5.0079,-1.4000,0.0000
5.6440,26.5498,5.0065,-1.4000,0.0000
5.6450,26.5448,5.0051,-1.4000,0.0000
5.6460,26.5398,5.0037,-1.4000,0.0000
5.6470,26.5348,5.0023,-1.4000,0.0000
5.6480,26.5298,5.0009,-1.4000,0.0000
5.6490,26.5248,4.9995,-1.4000,0.0000
5.6500,26.5198,4.9981,-1.4000,0.0000
5.6510,26.5148,4.9967,-1.4000,0.0000
5.6520,26.5098,4.9953,-1.4000,0.0000
5.6530,26.5048,4.9939,-1.4000,0.0000
5.6540,26.4998,4.9925,-1.4000,0.0000
5.6550,26.4949,4.9911,-1.4000,0.0000
5.6560,26.4899,4.9897,-1.4000,0.0000
5.6570,26.4849,4.9883,-1.4000,0.0000
5.6580,26.4799,4.9869,-1.4000,0.0000
5.6590,26.4749,4.9855,-1.4000,0.0000
5.6600,26.4699,4.9841,-1.4000,0.0000
5.6610,26.4649,4.9827,-1.4000,0.0000
5.6620,26.4600,4.9813,-1.4000,0.0000
5.6630,26.4550,4.9799,-1.4000,0.0000
5.6640,26.4500,4.9785,-1.4000,0.0000
5.6650,26.4450,4.9771,-1.4000,0.0000
5.6660,26.4401,4.9757,-1.4000,0.0000
5.6670,26.4351,4.9743,-1.4000,0.0000
5.6680,26.4301,4.9729,-1.4000,0.0000
5.6690,26.4251,4.9715,-1.4000,0.0000
5.6700,26.4202,4.9701,-1.4000,0.0000
5.6710,26.4152,4.9687,-1.4000,0.0000
5.6720,26.4102,4.9673,-1.4000,0.0000
5.6730,26.4053,4.9659,-1.4000,0.0000
5.6740,26.4003,4.9645,-1.4000,0.0000
5.6750,26.3953,4.9631,-1.4000,0.0000
5.6760,26.3904,4.9617,-1.4000,0.0000
5.6770,26.3854,4.9603,-1.4000,0.0000
5.6780,26.3805,4.9589,-1.4000,0.0000
5.6790,26.3755,4.9575,-1.4000,0.0000
5.6800,26.3706,4.9561,-1.4000,0.0000
5.6810,26.3656,4.9547,-1.4000,0.0000
5.6820,26.3606,4.9533,-1.4000,0.0000
5.6830,26.3557,4.9519,-1.4000,0.0000
5.6840,26.3507,4.9505,-1.4000,0.0000
5.6850,26.3458,4.9491,-1.4000,0.0000
5.6860,26.3409,4.9477,-1.4000,0.0000
5.6870,26.3359,4.9463,-1.4000,0.0000
5.6880,26.3310,4.9449,-1.4000,0.0000
5.6890,26.3260,4.9435,-1.4000,0.0000
5.6900,26.3211,4.9421,-1.4000,0.0000
5.6910,26.3161,4.9407,-1.4000,0.0000
5.6920,26.3112,4.9393,-1.4000,0.0000
5.6930,26.3063,4.9379,-1.4000,0.0000
5.6940,26.3013,4.9365,-1.4000,0.0000
5.6950,26.2964,4.9351,-1.4000,0.0000
5.6960,26.2915,4.9337,-1.4000,0.0000
5.6970,26.2865,4.9323,-1.4000,0.0000
5.6980,26.2816,4.9309,-1.4000,0.0000
5.6990,26.2767,4.9295,-1.4000,0.0000
5.7000,26.2717,4.9281,-1.4000,0.0000
5.7010,26.2668,4.9267,-1.4000,0.0000
5.7020,26.2619,4.9253,-1.4000,0.0000
5.7030,26.2570,4.9239,-1.4000,0.0000
5.7040,26.2520,4.9225,-1.4000,0.0000
5.7050,26.2471,4.9211,-1.4000,0.0000
5.7060,26.2422,4.9197,-1.4000,0.0000
5.7070,26.2373,4.9183,-1.4000,0.0000
5.7080,26.2324,4.9169,-1.4000,0.0000
5.7090,26.2275,4.9155,-1.4000,0.0000
5.7100,26.2225,4.9141,-1.4000,0.0000
5.7110,26.2176,4.9127,-1.4000,0.0000
5.7120,26.2127,4.9113,-1.4000,0.0000
5.7130,26.2078,4.9099,-1.4000,0.0000
5.7140,26.2029,4.9085,-1.4000,0.0000
5.7150,26.1980,4.9071,-1.4000,0.0000
5.7160,26.1931,4.9057,-1.4000,0.0000
5.7170,26.1882,4.9043,-1.4000,0.0000
5.7180,26.1833,4.9029,-1.4000,0.0000
5.7190,26.1784,4.9015,-1.4000,0.0000
5.7200,26.1735,4.9001,-1.4000,0.0000
5.7210,26.1686,4.8987,-1.4000,0.0000
5.7220,26.1637,4.8973,-1.4000,0.0000
5.7230,26.1588,4.8959,-1.4000,0.0000
5.7240,26.1539,4.8945,-1.4000,0.0000
5.7250,26.1490,4.8931,-1.4000,0.0000
5.7260,26.1441,4.8917,-1.4000,0.0000
5.7270,26.1392,4.8903,-1.4000,0.0000
5.7280,26.1343,4.8889,-1.4000,0.0000
5.7290,26.1295,4.8875,-1.4000,0.0000
5.7300,26.1246,4.8861,-1.4000,0.0000
5.7310,26.1197,4.8847,-1.4000,0.0000
5.7320,26.1148,4.8833,-1.4000,0.0000
5.7330,26.1099,4.8819,-1.4000,0.0000
5.7340,26.1050,4.8805,-1.4000,0.0000
5.7350,26.1002,4.8791,-1.4000,0.0000
5.7360,26.0953,4.8777,-1.4000,0.0000
5.7370,26.0904,4.8763,-1.4000,0.0000
5.7380,26.0855,4.8749,-1.4000,0.0000
5.7390,26.0807,4.8735,-1.4000,0.0000
5.7400,26.0758,4.8721,-1.4000,0.0000
5.7410,26.0709,4.8707,-1.4000,0.0000
5.7420,26.0661,4.8693,-1.4000,0.0000
5.7430,26.0612,4.8679,-1.4000,0.0000
5.7440,26.0563,4.8665,-1.4000,0.0000
5.7450,26.0515,4.8651,-1.4000,0.0000
5.7460,26.0466,4.8637,-1.4000,0.0000
5.7470,26.0417,4.8623,-1.4000,0.0000
5.7480,26.0369,4.8609,-1.4000,0.0000
5.7490,26.0320,4.8595,-1.4000,0.0000
5.7500,26.0272,4.8581,-1.4000,0.0000
5.7510,26.0223,4.8567,-1.4000,0.0000
5.7520,26.0174,4.8553,-1.4000,0.0000
5.7530,26.0126,4.8539,-1.4000,0.0000
5.7540,26.0077,4.8525,-1.4000,0.0000
5.7550,26.0029,4.8511,-1.4000,0.0000
5.7560,25.9980,4.8497,-1.4000,0.0000
5.7570,25.9932,4.8483,-1.4000,0.0000
5.7580,25.9883,4.8469,-1.4000,0.0000
5.7590,25.9835,4.8455,-1.4000,0.0000
5.7600,25.9787,4.8441,-1.4000,0.0000
5.7610,25.9738,4.8427,-1.4000,0.0000
5.7620,25.9690,4.8413,-1.4000,0.0000
